2DC0,BDC9,9BD8,C245
2DC1,BDC8,FFD8,8249
2DC2,BDCB,EFD0,A4FC
2DC3,BDCA,7BD2,6800
2DC4,BDCD,5BDC,D402
2DC5,BDCC,4DD8,C2D6
2DC6,BDCF,1FDC,B049
2DC7,BDCE,ADD0,82D7
2DC8,BDC1,8ED2,B0D7
2DC9,BDC0,CED0,78F8
2DCA,BDC3,6BD0,7802
2DCB,BDC2,3DDC,E045
2DCC,BDC5,0EDC,D4F8
2DCD,BDC4,DDD2,68FC
2DCE,BDC7,2ED8,A400
2DCF,BDC6,BFD2,E0D6
2DD0,BDD9,0D1E,C553
2DD1,BDD8,0D76,C053
2DD2,BDDB,CA75,65CC
2DD3,BDDA,CD11,6551
2DD4,BDDD,0A1E,6060
2DD5,BDDC,0DCC,C51A
2DD6,BDDF,0A76,C065
2DD7,BDDE,CAC0,C01A
2DD8,BDD1,CDA3,C0C6
2DD9,BDD0,CAA3,601E
2DDA,BDD3,CA11,6051
2DDB,BDD2,0ACC,C565
2DDC,BDD5,0AAA,60CC
2DDD,BDD4,CDC0,651E
2DDE,BDD7,0DAA,6560
2DDF,BDD6,CD75,C5C6
2DE0,BDE9,041E,C15A
2DE1,BDE8,0476,CF5A
2DE2,BDEB,CA95,556C
2DE3,BDEA,CD51,615E
2DE4,BDED,031E,6F6C
2DE5,BDEC,04CC,055A
2DE6,BDEF,0376,CF66
2DE7,BDEE,CA60,005A
2DE8,BDE1,CD33,0066
2DE9,BDE0,CA33,505E
2DEA,BDE3,CA51,6F5E
2DEB,BDE2,03CC,C166
2DEC,BDE5,03AA,506C
2DED,BDE4,CD60,555E
2DEE,BDE7,04AA,616C
2DEF,BDE6,CD95,0566
2DF0,BDF9,58AC,CC36
2DF1,BDF8,10AC,CE36
2DF2,BDFB,E130,335C
2DF3,BDFA,6B30,675C
2DF4,BDFD,59AC,AD5C
2DF5,BDFC,34AC,0636
2DF6,BDFF,15AC,EF36
2DF7,BDFE,AA30,0236
2DF8,BDF1,CE30,1036
2DF9,BDF0,CC30,585C
2DFA,BDF3,6730,6B5C
2DFB,BDF2,33AC,E136
2DFC,BDF5,06AC,345C
2DFD,BDF4,AD30,595C
2DFE,BDF7,02AC,AA5C
2DFF,BDF6,EF30,1536
2E00,BE09,5DA1,C1AA
2E01,BE08,0F70,CFAA
2E02,BE0B,0570,5A6C
2E03,BE0A,54A1,6A1E
2E04,BE0D,5AA1,6DCC
2E05,BE0C,5D70,013A
2E06,BE0F,0170,CF76
2E07,BE0E,5370,0F3A
2E08,BE01,00A1,0F96
2E09,BE00,05A1,5D5E
2E0A,BE03,53A1,6D1E
2E0B,BE02,5A70,C176
2E0C,BE05,01A1,5D6C
2E0D,BE04,5470,5A5E
2E0E,BE07,0FA1,6ACC
2E0F,BE06,0070,0196
2E10,BE19,5830,0C35
2E11,BE18,1030,0E35
2E12,BE1B,E53C,A310
2E13,BE1A,683C,5750
2E14,BE1D,5930,3D50
2E15,BE1C,3430,C6A5
2E16,BE1F,1530,1F35
2E17,BE1E,A33C,C2A5
2E18,BE11,C23C,E0A5
2E19,BE10,C63C,6810
2E1A,BE13,693C,5B50
2E1B,BE12,3330,1135
2E1C,BE15,0630,A410
2E1D,BE14,A43C,6910
2E1E,BE17,0230,3A50
2E1F,BE16,E03C,E5A5
2E20,BE29,9DDF,CFDA
2E21,BE28,2FB2,8FDD
2E22,BE2B,00B0,5D2C
2E23,BE2A,94DF,6DFE
2E24,BE2D,5DD1,7DE8
2E25,BE2C,9DB2,0F4A
2E26,BE2F,0FB0,8FB7
2E27,BE2E,54B0,2F4D
2E28,BE21,20DF,2F87
2E29,BE20,00D1,9D0B
2E2A,BE23,54D1,7DFB
2E2B,BE22,5DB0,CFB6
2E2C,BE25,0FD1,9D28
2E2D,BE24,94B2,5D0E
2E2E,BE27,2FDF,6DEC
2E2F,BE26,20B2,0F86
2E30,BE39,0850,0C55
2E31,BE38,1435,0E55
2E32,BE3B,E336,A510
2E33,BE3A,C85C,5C50
2E34,BE3D,0950,3F50
2E35,BE3C,1450,C615
2E36,BE3F,1335,1F55
2E37,BE3E,E35C,C215
2E38,BE31,C836,E015
2E39,BE30,C936,6210
2E3A,BE33,C95C,5E50
2E3B,BE32,1350,1155
2E3C,BE35,0935,A010
2E3D,BE34,E45C,6610
2E3E,BE37,0835,3150
2E3F,BE36,E436,E515
2E40,BE49,240F,0F03
2E41,BE48,2489,2F04
2E42,BE4B,C486,60E0
2E43,BE4A,840B,5F01
2E44,BE4D,0401,9F22
2E45,BE4C,2422,C0F3
2E46,BE4F,0485,2F29
2E47,BE4E,C42C,80F4
2E48,BE41,844D,80E9
2E49,BE40,C44A,70FF
2E4A,BE43,C40E,9F0F
2E4B,BE42,0420,0F25
2E4C,BE45,0443,70E2
2E4D,BE44,8428,60F1
2E4E,BE47,2444,5F20
2E4F,BE46,8487,C0E5
2E50,BE59,2BF2,CEF6
2E51,BE58,FDD9,8EF7
2E52,BE5B,14D5,3F0C
2E53,BE5A,28F2,6EFC
2E54,BE5D,0BF0,DFF8
2E55,BE5C,FDF2,0E06
2E56,BE5F,1DD5,BFF7
2E57,BE5E,14F0,2E07
2E58,BE51,28D9,FF07
2E59,BE50,08D5,9E08
2E5A,BE53,08F0,7EF8
2E5B,BE52,1DF0,EFF6
2E5C,BE55,0BD5,4F08
2E5D,BE54,F4F2,5E0C
2E5E,BE57,2BD9,AFFC
2E5F,BE56,F4D9,1F06
2E60,BE69,5431,0133
2E61,BE68,0090,0F33
2E62,BE6B,C59C,63C0
2E63,BE6A,643E,5A51
2E64,BE6D,5331,5D60
2E65,BE6C,5490,C5A3
2E66,BE6F,0590,0F95
2E67,BE6E,639C,C0A3
2E68,BE61,C03E,C075
2E69,BE60,C53E,6411
2E6A,BE63,633E,5D51
2E6B,BE62,5390,0195
2E6C,BE65,0531,64C0
2E6D,BE64,649C,6311
2E6E,BE67,0031,5A60
2E6F,BE66,C09C,C575
2E70,BE79,944F,0F43
2E71,BE78,2082,2F44
2E72,BE7B,C08C,64E0
2E73,BE7A,744B,5D01
2E74,BE7D,5441,9D22
2E75,BE7C,9482,C0D3
2E76,BE7F,0080,2F89
2E77,BE7E,648C,80D4
2E78,BE71,804B,80B9
2E79,BE70,C04E,74FF
2E7A,BE73,644E,9D0F
2E7B,BE72,5480,0F85
2E7C,BE75,0041,74E2
2E7D,BE74,7488,64F1
2E7E,BE77,204F,5D20
2E7F,BE76,8088,C0B5
2E80,BE89,9BD2,CED6
2E81,BE88,FFD2,8ED7
2E82,BE8B,10D0,3D0C
2E83,BE8A,98D2,6BFC
2E84,BE8D,5BD0,DDF8
2E85,BE8C,4DD2,0E46
2E86,BE8F,1FD0,BFD7
2E87,BE8E,34D0,2E47
2E88,BE81,22D2,FF47
2E89,BE80,02D0,9B08
2E8A,BE83,58D0,7BF8
2E8B,BE82,3DD0,EFD6
2E8C,BE85,0ED0,4D08
2E8D,BE84,44D2,5B0C
2E8E,BE87,2ED2,ADFC
2E8F,BE86,F0D2,1F46
2E90,BE99,2802,0E05
2E91,BE98,F449,2E09
2E92,BE9B,E446,A0F0
2E93,BE9A,8808,5E00
2E94,BE9D,0800,4F02
2E95,BE9C,F402,C2F5
2E96,BE9F,1445,FF09
2E97,BE9E,E40C,82F9
2E98,BE91,8847,B0F9
2E99,BE90,C846,72F2
2E9A,BE93,C80C,9E02
2E9B,BE92,1400,1F05
2E9C,BE95,0845,D0F2
2E9D,BE94,B408,62F0
2E9E,BE97,2849,3F00
2E9F,BE96,B447,E0F5
2EA0,BEA9,2DFF,CFFA
2EA1,BEA8,2DB9,8FFD
2EA2,BEAB,04B5,5F2C
2EA3,BEAA,24FF,6FFE
2EA4,BEAD,0DF1,7FE8
2EA5,BEAC,2DE2,0F0A
2EA6,BEAF,0DB5,8FE7
2EA7,BEAE,04E0,2F0D
2EA8,BEA1,24D4,2F27
2EA9,BEA0,04D3,9F0B
2EAA,BEA3,04F1,7FFB
2EAB,BEA2,0DE0,CFE6
2EAC,BEA5,0DD3,9F28
2EAD,BEA4,24E2,5F0E
2EAE,BEA7,2DD4,6FEC
2EAF,BEA6,24B9,0F26
2EB0,BEB9,0B10,CC16
2EB1,BEB8,1DA5,CE16
2EB2,BEBB,13A5,315C
2EB3,BEBA,0810,6C1C
2EB4,BEBD,0710,AF1C
2EB5,BEBC,1D10,0C56
2EB6,BEBF,1AA5,EF16
2EB7,BEBE,1310,0E56
2EB8,BEB1,08A5,1F56
2EB9,BEB0,09A5,5E5C
2EBA,BEB3,0910,6E1C
2EBB,BEB2,1A10,E116
2EBC,BEB5,07A5,3F5C
2EBD,BEB4,1410,5C5C
2EBE,BEB7,0BA5,A11C
2EBF,BEB6,14A5,1156
2EC0,BEC9,9842,0E45
2EC1,BEC8,F042,2E49
2EC2,BECB,E04C,A4F0
2EC3,BECA,7848,5B00
2EC4,BECD,5840,4D02
2EC5,BECC,4442,C2D5
2EC6,BECF,1040,FF49
2EC7,BECE,A44C,82D9
2EC8,BEC1,8248,B0D9
2EC9,BEC0,C24C,78F2
2ECA,BEC3,684C,9B02
2ECB,BEC2,3440,1F45
2ECC,BEC5,0240,D4F2
2ECD,BEC4,D448,68F0
2ECE,BEC7,2242,3D00
2ECF,BEC6,B048,E0D5
2ED0,BED9,0451,0153
2ED1,BED8,0495,0F53
2ED2,BEDB,C396,65C0
2ED3,BEDA,C45E,5151
2ED4,BEDD,0351,5F60
2ED5,BEDC,0460,C513
2ED6,BEDF,0395,0F65
2ED7,BEDE,C36C,C013
2ED8,BED1,C43A,C0C5
2ED9,BED0,C33A,6011
2EDA,BED3,C35E,5F51
2EDB,BED2,0360,0165
2EDC,BED5,0333,60C0
2EDD,BED4,C46C,6511
2EDE,BED7,0433,5160
2EDF,BED6,C496,C5C5
2EE0,BEE9,0D11,C11A
2EE1,BEE8,0D75,CF1A
2EE2,BEEB,0375,516C
2EE3,BEEA,0411,611E
2EE4,BEED,0A11,6FCC
2EE5,BEEC,0DC0,015A
2EE6,BEEF,0A75,CFC6
2EE7,BEEE,03C0,0F5A
2EE8,BEE1,04A3,0F66
2EE9,BEE0,03A3,5F5E
2EEA,BEE3,0311,6F1E
2EEB,BEE2,0AC0,C1C6
2EEC,BEE5,0AA3,5F6C
2EED,BEE4,04C0,515E
2EEE,BEE7,0DA3,61CC
2EEF,BEE6,0475,0166
2EF0,BEF9,5BA0,CCA6
2EF1,BEF8,1FA0,CEA6
2EF2,BEFB,15A0,3A5C
2EF3,BEFA,58A0,671C
2EF4,BEFD,57A0,AD1C
2EF5,BEFC,3DA0,0C36
2EF6,BEFF,11A0,EFA6
2EF7,BEFE,33A0,0E36
2EF8,BEF1,02A0,1F36
2EF9,BEF0,06A0,5B5C
2EFA,BEF3,59A0,6B1C
2EFB,BEF2,3AA0,E1A6
2EFC,BEF5,0CA0,3D5C
2EFD,BEF4,34A0,575C
2EFE,BEF7,0EA0,AA1C
2EFF,BEF6,10A0,1136
2F00,BF09,3EA1,A71A
2F01,BF08,0FC1,AB1A
2F02,BF0B,05C1,516A
2F03,BF0A,32A1,AC1A
2F04,BF0D,3CA1,6FCA
2F05,BF0C,5F71,375A
2F06,BF0F,01C1,6DCA
2F07,BF0E,5571,3B5A
2F08,BF01,1211,5D6A
2F09,BF00,1611,3E5A
2F0A,BF03,36A1,AE1A
2F0B,BF02,5171,6ACA
2F0C,BF05,1C11,5F6A
2F0D,BF04,5071,3C5A
2F0E,BF07,1E11,61CA
2F0F,BF06,00C1,5A6A
2F10,BF19,5290,5765
2F11,BF18,1250,5B65
2F12,BF1B,E65C,A615
2F13,BF1A,629C,5C65
2F14,BF1D,5690,3E55
2F15,BF1C,3230,69C5
2F16,BF1F,1650,3B55
2F17,BF1E,A63C,68C5
2F18,BF11,C26C,A815
2F19,BF10,C66C,62C5
2F1A,BF13,669C,5E65
2F1B,BF12,3630,3755
2F1C,BF15,0660,A215
2F1D,BF14,A23C,66C5
2F1E,BF17,0260,3C55
2F1F,BF16,E25C,A915
2F20,BF29,4EDF,ABFA
2F21,BF28,2FEF,DBFD
2F22,BF2B,00E1,5F2A
2F23,BF2A,42DF,AEFA
2F24,BF2D,3ED1,7FED
2F25,BF2C,9FBF,3B0A
2F26,BF2F,0FE1,7DED
2F27,BF2E,50B1,4B0D
2F28,BF21,F2FF,9D2D
2F29,BF20,12F1,4E0D
2F2A,BF23,32D1,DEFD
2F2B,BF22,5FB1,6DEA
2F2C,BF25,1EF1,9F2D
2F2D,BF24,90BF,3E0A
2F2E,BF27,FEFF,6FEA
2F2F,BF26,20EF,5D2A
2F30,BF39,0865,0790
2F31,BF38,3235,0B90
2F32,BF3B,A636,A9A5
2F33,BF3A,C866,5795
2F34,BF3D,0965,3B35
2F35,BF3C,1855,C970
2F36,BF3F,3635,1B30
2F37,BF3E,E956,C870
2F38,BF31,6296,E8A0
2F39,BF30,6696,6875
2F3A,BF33,C966,5B95
2F3B,BF32,1955,1730
2F3C,BF35,5695,A8A5
2F3D,BF34,E856,6975
2F3E,BF37,5295,3735
2F3F,BF36,A236,E9A0
2F40,BF49,F804,1B41
2F41,BF48,9084,FB4F
2F42,BF4B,608A,64B3
2F43,BF4A,B80D,3B43
2F44,BF4D,1803,9D84
2F45,BF4C,2424,E8D1
2F46,BF4F,5083,2D8F
2F47,BF4E,C42A,B8DF
2F48,BF41,D24D,84BF
2F49,BF40,A24A,D8D4
2F4A,BF43,E80A,4B44
2F4B,BF42,0423,0D81
2F4C,BF45,3243,74B4
2F4D,BF44,842D,A8D3
2F4E,BF47,4244,5D83
2F4F,BF46,708D,C4B1
2F50,BF59,2BE9,CBBC
2F51,BF58,4ED9,8BB8
2F52,BF5B,32D5,3B46
2F53,BF5A,28E9,6BB6
2F54,BF5D,0BE5,DBD7
2F55,BF5C,FBF9,0B8C
2F56,BF5F,3ED5,BBD8
2F57,BF5E,18F5,2B88
2F58,BF51,92B9,FB48
2F59,BF50,52B5,9B87
2F5A,BF53,08E5,7BB7
2F5B,BF52,1BF5,EBDC
2F5C,BF55,5EB5,4B47
2F5D,BF54,F8F9,5B86
2F5E,BF57,9EB9,ABD6
2F5F,BF56,42D9,1B4C
2F60,BF69,3231,3753
2F61,BF68,0061,3B53
2F62,BF6B,C56E,65C3
2F63,BF6A,A23E,3C53
2F64,BF6D,3631,5F63
2F65,BF6C,5091,A913
2F66,BF6F,0561,5D63
2F67,BF6E,659E,A813
2F68,BF61,E25E,64C3
2F69,BF60,E65E,A213
2F6A,BF63,A63E,3E53
2F6B,BF62,5591,5A63
2F6C,BF65,1651,60C3
2F6D,BF64,609E,A613
2F6E,BF67,1251,5163
2F6F,BF66,C06E,63C3
2F70,BF79,424F,3B03
2F71,BF78,202F,4B04
2F72,BF7B,C02E,60E3
2F73,BF7A,D24B,3E03
2F74,BF7D,3241,9F24
2F75,BF7C,908F,A8F3
2F76,BF7F,0021,9D24
2F77,BF7E,608E,D8F4
2F78,BF71,B20B,74E4
2F79,BF70,E20E,D2F4
2F7A,BF73,A24E,4E04
2F7B,BF72,5081,5D23
2F7C,BF75,1201,70E4
2F7D,BF74,708B,A2F3
2F7E,BF77,F20F,5F23
2F7F,BF76,802B,64E3
2F80,BF89,9EB2,6BE6
2F81,BF88,FEF2,7BE7
2F82,BF8B,12F0,3E06
2F83,BF8A,92B2,6EE6
2F84,BF8D,5EB0,DEF7
2F85,BF8C,4ED2,5B26
2F86,BF8F,1EF0,DBF7
2F87,BF8E,32D0,9B27
2F88,BF81,22E2,4B07
2F89,BF80,02E0,9E27
2F8A,BF83,52B0,7EE7
2F8B,BF82,3ED0,ABF6
2F8C,BF85,0EE0,4E07
2F8D,BF84,42D2,5E26
2F8E,BF87,2EE2,AEF6
2F8F,BF86,F2F2,3B06
2F90,BF99,2829,0B80
2F91,BF98,4249,2B82
2F92,BF9B,A246,A8D5
2F93,BF9A,8827,5B85
2F94,BF9D,0825,4B49
2F95,BF9C,F809,C8B0
2F96,BF9F,3245,FB42
2F97,BF9E,E806,88B2
2F98,BF91,7287,B8D2
2F99,BF90,6286,78B9
2F9A,BF93,C826,9B89
2F9B,BF92,1805,1B40
2F9C,BF95,5285,D8D9
2F9D,BF94,B807,68B5
2F9E,BF97,9289,3B45
2F9F,BF96,D247,E8D0
2FA0,BFA9,FBF4,EBDE
2FA1,BFA8,9FB4,BBDB
2FA2,BFAB,50B3,5D8A
2FA3,BFAA,F8F4,ABDA
2FA4,BFAD,1BF3,7DBD
2FA5,BFAC,2DE4,1B4E
2FA6,BFAF,5FB3,8DBB
2FA7,BFAE,04E3,FB4B
2FA8,BFA1,42D4,2D8B
2FA9,BFA0,32D3,4B4D
2FAA,BFA3,18F3,DBDD
2FAB,BFA2,0DE3,CDBE
2FAC,BFA5,3ED3,9D8D
2FAD,BFA4,24E4,3B4A
2FAE,BFA7,4ED4,6DBA
2FAF,BFA6,90B4,0D8E
2FB0,BFB9,0BC5,C77C
2FB1,BFB8,3EA5,CB7C
2FB2,BFBB,36A5,3736
2FB3,BFBA,08C5,6776
2FB4,BFBD,07C5,ABA6
2FB5,BFBC,1B15,079C
2FB6,BFBF,3CA5,EBAC
2FB7,BFBE,1915,0B9C
2FB8,BFB1,5275,1B3C
2FB9,BFB0,5675,5B96
2FBA,BFB3,09C5,6B76
2FBB,BFB2,1715,E7AC
2FBC,BFB5,5C75,3B36
2FBD,BFB4,1815,5796
2FBE,BFB7,5E75,A7A6
2FBF,BFB6,32A5,173C
2FC0,BFC9,9282,5B25
2FC1,BFC8,F202,9B29
2FC2,BFCB,E20C,A2F5
2FC3,BFCA,7288,5E25
2FC4,BFCD,5280,4E09
2FC5,BFCC,4242,68E5
2FC6,BFCF,1200,4B09
2FC7,BFCE,A24C,78E9
2FC8,BFC1,8228,D8F9
2FC9,BFC0,C22C,72E9
2FCA,BFC3,628C,9E29
2FCB,BFC2,3240,3B05
2FCC,BFC5,0220,D2F9
2FCD,BFC4,D248,62E5
2FCE,BFC7,2222,3E05
2FCF,BFC6,B208,A8F5
2FD0,BFD9,1853,1731
2FD1,BFD8,5093,1B31
2FD2,BFDB,659A,6373
2FD3,BFDA,E85A,3733
2FD4,BFDD,1953,5D93
2FD5,BFDC,0463,E9A1
2FD6,BFDF,5593,0D91
2FD7,BFDE,C36A,E8A1
2FD8,BFD1,A23A,C471
2FD9,BFD0,A63A,A8A3
2FDA,BFD3,E95A,3B33
2FDB,BFD2,0363,0A91
2FDC,BFD5,3633,6473
2FDD,BFD4,C46A,A9A3
2FDE,BFD7,3233,5A93
2FDF,BFD6,609A,C371
2FE0,BFE9,1B13,E7AE
2FE1,BFE8,5F73,EBAE
2FE2,BFEB,5573,5A9A
2FE3,BFEA,1813,A7AA
2FE4,BFED,1713,6D7A
2FE5,BFEC,0DC3,173E
2FE6,BFEF,5173,CD7E
2FE7,BFEE,03C3,1B3E
2FE8,BFE1,32A3,0D9E
2FE9,BFE0,36A3,3B3A
2FEA,BFE3,1913,ABAA
2FEB,BFE2,0AC3,CA7E
2FEC,BFE5,3CA3,5D9A
2FED,BFE4,04C3,373A
2FEE,BFE7,3EA3,6A7A
2FEF,BFE6,5073,0A9E
2FF0,BFF9,5E70,67C6
2FF1,BFF8,1E10,6BC6
2FF2,BFFB,1610,3C56
2FF3,BFFA,5270,6CC6
2FF4,BFFD,5C70,AE16
2FF5,BFFC,3EA0,5766
2FF6,BFFF,1C10,AB16
2FF7,BFFE,36A0,5B66
2FF8,BFF1,02C0,3B56
2FF9,BFF0,06C0,5E66
2FFA,BFF3,5670,6EC6
2FFB,BFF2,3CA0,A716
2FFC,BFF5,0CC0,3E56
2FFD,BFF4,32A0,5C66
2FFE,BFF7,0EC0,AC16
2FFF,BFF6,1210,3756
3000,A009,9CC4,59C3
3001,A008,47C9,58C3
3002,A00B,39E9,3CC5
3003,A00A,96C4,56C3
3004,A00D,5CE4,32C5
3005,A00C,4CC9,57C3
3006,A00F,37E9,38C5
3007,A00E,36E9,5BC3
3008,A001,99C4,3BC5
3009,A000,59E4,5EC3
300A,A003,56E4,52C3
300B,A002,3CE9,39C5
300C,A005,57E4,3EC5
300D,A004,46C9,5CC3
300E,A007,97C4,36C5
300F,A006,49C9,37C5
3010,A019,9654,695A
3011,A018,4369,685A
3012,A01B,A327,3565
3013,A01A,765D,665A
3014,A01D,5604,A066
3015,A01C,4569,5953
3016,A01F,3329,A466
3017,A01E,A527,5853
3018,A011,795D,3465
3019,A010,690D,5253
301A,A013,660D,625A
301B,A012,3529,A366
301C,A015,5904,3065
301D,A014,D567,5653
301E,A017,9954,A566
301F,A016,D367,3365
3020,A029,5CE3,58E3
3021,A028,37E5,98E4
3022,A02B,48C5,3EE5
3023,A02A,56E3,52E3
3024,A02D,9EC3,42E9
3025,A02C,3CE5,5BE3
3026,A02F,4BC5,48E9
3027,A02E,42C5,9BE4
3028,A021,59E3,4BE9
3029,A020,98C3,9EE4
302A,A023,92C3,92E4
302B,A022,4EC5,38E5
302C,A025,9BC3,4EE9
302D,A024,36E5,5EE3
302E,A027,57E3,32E5
302F,A026,39E5,3BE5
3030,A039,9934,C93E
3031,A038,F392,C83E
3032,A03B,E388,3395
3033,A03A,793D,693A
3034,A03D,5944,A496
3035,A03C,4399,0931
3036,A03F,1382,E49C
3037,A03E,A387,0831
3038,A031,893B,1490
3039,A030,C94B,5833
303A,A033,694D,683A
303B,A032,3389,E39C
303C,A035,094F,3495
303D,A034,D397,5933
303E,A037,293F,A396
303F,A036,B398,1390
3040,A049,5983,C88E
3041,A048,1980,888B
3042,A04B,B89C,3885
3043,A04A,698A,688A
3044,A04D,9893,D887
3045,A04C,3985,0881
3046,A04F,F890,B888
3047,A04E,D896,288F
3048,A041,C98E,F882
3049,A040,889E,9884
304A,A043,789A,788D
304B,A042,4895,E88C
304C,A045,2891,4889
304D,A044,A986,5883
304E,A047,0981,A886
304F,A046,E98C,1880
3050,A059,57D3,08D1
3051,A058,1AB0,28DF
3052,A05B,F470,3DB5
3053,A05A,59D3,58D3
3054,A05D,9BA3,44B9
3055,A05C,3AB5,0BD1
3056,A05F,FD70,F4B2
3057,A05E,4475,2BDF
3058,A051,09D1,FDB2
3059,A050,28A1,9BD4
305A,A053,98A3,98D4
305B,A052,4D75,14B0
305C,A055,2BA1,4DB9
305D,A054,33B5,5BD3
305E,A057,07D1,34B5
305F,A056,13B0,1DB0
3060,A069,9664,696A
3061,A068,4969,686A
3062,A06B,A927,3665
3063,A06A,766D,666A
3064,A06D,5624,A266
3065,A06C,4669,5963
3066,A06F,3929,A866
3067,A06E,A627,5863
3068,A061,796D,3865
3069,A060,692D,5263
306A,A063,662D,626A
306B,A062,3629,A966
306C,A065,5924,3265
306D,A064,D667,5663
306E,A067,9964,A666
306F,A066,D967,3965
3070,A079,5623,682A
3071,A078,3925,782D
3072,A07B,D866,3225
3073,A07A,662A,622A
3074,A07D,9263,D227
3075,A07C,3625,5823
3076,A07F,4865,D827
3077,A07E,D266,9824
3078,A071,692A,4829
3079,A070,786A,9224
307A,A073,726A,722D
307B,A072,4265,A826
307C,A075,9863,4229
307D,A074,A626,5223
307E,A077,5923,A226
307F,A076,A926,3825
3080,A089,5CF3,58F3
3081,A088,3AE5,98F4
3082,A08B,44C5,3FE5
3083,A08A,56F3,52F3
3084,A08D,9E13,40E9
3085,A08C,31E5,5BF3
3086,A08F,4DC5,44E9
3087,A08E,40C5,9BF4
3088,A081,59F3,4DE9
3089,A080,9813,9EF4
308A,A083,9213,92F4
308B,A082,4FC5,34E5
308C,A085,9B13,4FE9
308D,A084,35E5,5EF3
308E,A087,57F3,30E5
308F,A086,33E5,3DE5
3090,A099,5943,C84E
3091,A098,1380,884B
3092,A09B,B49C,3485
3093,A09A,694A,684A
3094,A09D,9833,D487
3095,A09C,3385,0841
3096,A09F,F490,B488
3097,A09E,D496,284F
3098,A091,C94E,F482
3099,A090,883E,9844
309A,A093,783A,784D
309B,A092,4495,E48C
309C,A095,2831,4489
309D,A094,A386,5843
309E,A097,0941,A486
309F,A096,E38C,1480
30A0,A0A9,57B3,08B1
30A1,A0A8,17B0,28BF
30A2,A0AB,F870,3BB5
30A3,A0AA,59B3,58B3
30A4,A0AD,9B73,48B9
30A5,A0AC,37B5,0BB1
30A6,A0AF,FB70,F8B2
30A7,A0AE,4875,2BBF
30A8,A0A1,09B1,FBB2
30A9,A0A0,2871,9BB4
30AA,A0A3,9873,98B4
30AB,A0A2,4B75,18B0
30AC,A0A5,2B71,4BB9
30AD,A0A4,39B5,5BB3
30AE,A0A7,07B1,38B5
30AF,A0A6,19B0,1BB0
30B0,A0B9,97A4,09A1
30B1,A0B8,FA72,08A1
30B2,A0BB,13B2,3A75
30B3,A0BA,99A4,59A3
30B4,A0BD,57D4,3475
30B5,A0BC,4A79,07A1
30B6,A0BF,1AB2,1470
30B7,A0BE,33B9,0BA1
30B8,A0B1,29AF,1D70
30B9,A0B0,09DF,5BA3
30BA,A0B3,59D4,58A3
30BB,A0B2,3AB9,1370
30BC,A0B5,07DF,3D75
30BD,A0B4,4379,57A3
30BE,A0B7,27AF,3375
30BF,A0B6,F372,1A70
30C0,A0C9,5603,680A
30C1,A0C8,3325,780D
30C2,A0CB,D466,3025
30C3,A0CA,660A,620A
30C4,A0CD,9253,D027
30C5,A0CC,3525,5803
30C6,A0CF,4465,D427
30C7,A0CE,D066,9804
30C8,A0C1,690A,4429
30C9,A0C0,785A,9204
30CA,A0C3,725A,720D
30CB,A0C2,4065,A426
30CC,A0C5,9853,4029
30CD,A0C4,A526,5203
30CE,A0C7,5903,A026
30CF,A0C6,A326,3425
30D0,A0D9,9994,C99E
30D1,A0D8,F992,C89E
30D2,A0DB,E988,3995
30D3,A0DA,799D,699A
30D4,A0DD,5984,A896
30D5,A0DC,4999,0991
30D6,A0DF,1982,E89C
30D7,A0DE,A987,0891
30D8,A0D1,899B,1890
30D9,A0D0,C98B,5893
30DA,A0D3,698D,689A
30DB,A0D2,3989,E99C
30DC,A0D5,098F,3895
30DD,A0D4,D997,5993
30DE,A0D7,299F,A996
30DF,A0D6,B998,1990
30E0,A0E9,9774,0971
30E1,A0E8,F772,0871
30E2,A0EB,19B2,3775
30E3,A0EA,9974,5973
30E4,A0ED,57B4,3875
30E5,A0EC,4779,0771
30E6,A0EF,17B2,1870
30E7,A0EE,39B9,0B71
30E8,A0E1,297F,1B70
30E9,A0E0,09BF,5B73
30EA,A0E3,59B4,5873
30EB,A0E2,37B9,1970
30EC,A0E5,07BF,3B75
30ED,A0E4,4979,5773
30EE,A0E7,277F,3975
30EF,A0E6,F972,1770
30F0,A0F9,9C14,5913
30F1,A0F8,4AC9,5813
30F2,A0FB,33E9,31C5
30F3,A0FA,9614,5613
30F4,A0FD,5CF4,30C5
30F5,A0FC,41C9,5713
30F6,A0FF,3AE9,34C5
30F7,A0FE,35E9,5B13
30F8,A0F1,9914,3DC5
30F9,A0F0,59F4,5E13
30FA,A0F3,56F4,5213
30FB,A0F2,31E9,33C5
30FC,A0F5,57F4,3FC5
30FD,A0F4,45C9,5C13
30FE,A0F7,9714,35C5
30FF,A0F6,43C9,3AC5
3100,A109,9517,6A55
3101,A108,431D,6D55
3102,A10B,AA04,351A
3103,A10A,7159,6155
3104,A10D,55F7,AF53
3105,A10C,451D,5316
3106,A10F,33FD,AD53
3107,A10E,A104,5416
3108,A101,7A59,341A
3109,A100,6A09,5016
310A,A103,6109,6F55
310B,A102,35FD,AA53
310C,A105,53F7,301A
310D,A104,D154,5516
310E,A107,9317,A153
310F,A106,DA54,331A
3110,A119,41CD,AAC3
3111,A118,47CD,ADC3
3112,A11B,A7E4,3CCA
3113,A11A,D1C4,A1C3
3114,A11D,31ED,AEC3
3115,A11C,4CCD,3ACA
3116,A11F,37ED,ABC3
